Equipment_ID,Type,Age_in_years,Usage_hours_per_day,Last_Maintenance_Date,Breakdown_Count,Vibration_Index,Temperature_Score,Error_Log_Frequency,Maintenance_Needed
E1385,Ultrasound,5,16.89,2025-08-03 17:52:38.904066,0,0.35,38.13,5,1
E1386,MRI,4,18.06,2025-07-17 17:52:38.904066,2,0.68,64.55,0,1
E1387,MRI,13,0.69,2025-06-17 17:52:38.904066,0,0.29,50.95,0,1
E1388,Ventilator,3,13.56,2024-12-02 17:52:38.904066,0,0.2,48.65,2,1
E1389,Ventilator,5,7.34,2025-06-01 17:52:38.904066,1,0.34,68.34,2,1
E1390,Ventilator,8,7.97,2024-08-09 17:52:38.904066,0,0.47,34.75,2,1
E1391,ECG,4,15.47,2025-03-18 17:52:38.904066,0,0.27,45.78,0,0
E1392,Ultrasound,9,2.03,2025-04-14 17:52:38.904066,1,0.6,35.04,5,1
E1393,MRI,6,17.29,2025-07-08 17:52:38.904066,1,0.18,44.66,0,1
E1394,Ultrasound,11,11.66,2025-04-26 17:52:38.904066,0,0.74,42.57,1,1
E1395,Ventilator,9,6.97,2025-05-09 17:52:38.904066,0,0.42,55.74,2,1
E1396,Ventilator,7,16.55,2025-06-17 17:52:38.904066,1,0.76,69.3,0,1
E1397,Ventilator,1,19.93,2025-06-15 17:52:38.904066,2,0.38,59.6,0,1
E1398,MRI,0,2.77,2025-06-07 17:52:38.904066,1,0.39,61.38,1,1
E1399,Ventilator,2,7.98,2025-03-07 17:52:38.904066,3,0.71,56.49,3,1
E1400,ECG,0,10.65,2024-08-30 17:52:38.904066,0,0.75,37.25,0,1
E1401,ECG,2,0.24,2024-12-24 17:52:38.904066,1,0.76,21.14,3,1
E1402,MRI,13,5.75,2024-09-30 17:52:38.904066,3,0.24,42.06,3,1
E1403,Ultrasound,5,6.65,2024-11-04 17:52:38.904066,0,0.22,23.61,0,1
E1404,MRI,8,3.11,2024-11-11 17:52:38.904066,0,0.04,22.47,1,1
E1405,Ultrasound,10,0.41,2024-09-25 17:52:38.904066,1,0.52,45.2,1,1
E1406,Ultrasound,4,4.84,2024-08-29 17:52:38.904066,0,0.8,60.54,1,1
E1407,Ventilator,5,2.51,2025-03-09 17:52:38.904066,0,0.06,44.5,2,0
E1408,Ultrasound,2,16.96,2025-05-25 17:52:38.904066,0,0.56,47.05,0,1
E1409,ECG,9,14.64,2025-02-17 17:52:38.904066,0,0.34,39.01,2,1
E1410,ECG,3,15.78,2024-08-24 17:52:38.904066,0,0.56,26.7,1,1
E1411,ECG,10,19.67,2025-02-07 17:52:38.904066,0,0.04,24.64,2,1
E1412,MRI,8,0.38,2024-12-30 17:52:38.904066,3,0.04,69.32,4,1
E1413,ECG,3,12.28,2025-03-08 17:52:38.904066,0,0.1,21.23,0,0
E1414,ECG,4,6.24,2025-03-21 17:52:38.904066,2,0.63,63.47,1,1
E1415,ECG,4,7.32,2024-11-16 17:52:38.904066,1,0.53,29.31,3,1
E1416,MRI,7,8.95,2024-12-27 17:52:38.904066,1,0.09,36.5,1,1
E1417,Ventilator,8,4.4,2025-03-03 17:52:38.904066,0,0.78,50.22,1,1
E1418,Ultrasound,15,15.23,2024-11-18 17:52:38.904066,0,0.58,30.21,2,1
E1419,ECG,4,8.39,2024-12-03 17:52:38.904066,0,0.63,42.84,1,1
E1420,Ventilator,7,16.02,2025-03-19 17:52:38.904066,1,0.1,38.56,4,1
E1421,Ventilator,8,3.35,2025-01-24 17:52:38.904066,0,0.04,39.52,1,1
E1422,MRI,4,8.5,2024-10-05 17:52:38.904066,1,0.58,22.06,4,1
E1423,MRI,8,2.64,2025-06-13 17:52:38.904066,1,0.47,31.52,0,0
E1424,MRI,3,8.54,2024-08-19 17:52:38.904066,0,0.53,66.26,0,1
E1425,Ultrasound,13,10.82,2025-01-16 17:52:38.904066,1,0.5,22.06,2,1
E1426,Ventilator,5,9.99,2025-07-29 17:52:38.904066,1,0.44,52.17,0,0
E1427,ECG,12,18.97,2024-09-02 17:52:38.904066,2,0.66,31.23,2,1
E1428,Ultrasound,6,12.61,2025-01-01 17:52:38.904066,1,0.32,60.69,1,1
E1429,Ventilator,2,0.86,2024-11-24 17:52:38.904066,1,0.8,69.23,4,1
E1430,Ventilator,8,15.07,2025-04-17 17:52:38.904066,0,0.71,33.06,2,1
E1431,ECG,8,19.64,2025-06-02 17:52:38.904066,1,0.69,27.22,3,1
E1432,MRI,3,7.35,2024-08-15 17:52:38.904066,1,0.47,27.15,2,1
E1433,Ventilator,0,14.65,2024-09-07 17:52:38.904066,1,0.14,68.3,2,1
E1434,ECG,1,15.26,2025-04-17 17:52:38.904066,1,0.19,46.76,1,0
E1435,Ultrasound,5,2.46,2024-10-30 17:52:38.904066,0,0.76,59.75,1,1
E1436,MRI,0,18.8,2025-02-18 17:52:38.904066,1,0.68,61.35,1,1
E1437,MRI,1,6.06,2024-12-14 17:52:38.904066,0,0.36,44.28,2,1
E1438,Ultrasound,6,19.97,2024-08-11 17:52:38.904066,1,0.04,20.46,1,1
E1439,Ventilator,12,9.66,2025-05-08 17:52:38.904066,3,0.36,23.57,3,1
E1440,Ventilator,7,9.02,2025-01-18 17:52:38.904066,1,0.62,55.4,0,1
E1441,Ultrasound,5,14.98,2025-01-27 17:52:38.904066,1,0.19,21.48,0,1
E1442,ECG,0,18.85,2025-07-01 17:52:38.904066,0,0.31,69.26,2,1
E1443,ECG,8,13.27,2024-10-31 17:52:38.904066,0,0.67,44.58,2,1
E1444,MRI,1,18.44,2025-06-14 17:52:38.904066,0,0.53,62.15,0,1
E1445,MRI,8,13.35,2025-07-21 17:52:38.904066,0,0.23,26.56,1,0
E1446,Ultrasound,0,1.06,2024-12-17 17:52:38.904066,0,0.36,27.43,0,1
E1447,MRI,5,6.55,2025-01-14 17:52:38.904066,0,0.66,42.3,3,1
E1448,ECG,4,3.19,2025-07-12 17:52:38.904066,0,0.46,41.69,3,0
E1449,Ultrasound,6,13.53,2024-10-21 17:52:38.904066,1,0.32,64.76,3,1
E1450,ECG,10,9.96,2025-07-24 17:52:38.904066,0,0.58,31.32,2,1
E1451,ECG,8,19.39,2025-03-13 17:52:38.904066,0,0.79,20.18,1,1
E1452,Ventilator,4,13.65,2024-11-13 17:52:38.904066,1,0.45,45.23,0,1
E1453,Ventilator,8,8.54,2025-03-17 17:52:38.904066,0,0.58,37.9,1,0
E1454,Ultrasound,0,17.94,2025-06-10 17:52:38.904066,0,0.19,56.91,2,1
E1455,Ventilator,7,11.39,2025-02-13 17:52:38.904066,1,0.36,29.89,2,0
E1456,Ultrasound,12,16.72,2024-10-23 17:52:38.904066,1,0.75,48.92,3,1
E1457,Ultrasound,6,1.73,2024-08-14 17:52:38.904066,0,0.62,35.28,3,1
E1458,MRI,0,10.64,2025-06-16 17:52:38.904066,1,0.31,56.61,1,0
E1459,Ventilator,10,14.76,2025-06-07 17:52:38.904066,0,0.07,61.94,2,1
E1460,Ventilator,5,11.23,2025-01-14 17:52:38.904066,0,0.7,51.88,0,1
E1461,ECG,2,6.8,2024-08-26 17:52:38.904066,1,0.11,46.8,3,1
E1462,ECG,3,0.64,2025-02-01 17:52:38.904066,0,0.05,45.4,0,1
E1463,ECG,3,15.98,2024-12-27 17:52:38.904066,0,0.74,54.17,0,1
E1464,Ventilator,4,14.6,2025-06-11 17:52:38.904066,1,0.12,58.57,1,0
E1465,Ventilator,7,18.14,2025-02-18 17:52:38.904066,0,0.14,31.67,2,1
E1466,MRI,8,8.22,2024-11-21 17:52:38.904066,2,0.68,39.55,2,1
E1467,Ultrasound,11,12.83,2025-04-29 17:52:38.904066,1,0.33,67.73,0,1
E1468,MRI,0,13.24,2025-05-25 17:52:38.904066,0,0.42,65.3,5,1
E1469,MRI,5,4.41,2025-04-23 17:52:38.904066,1,0.54,54.4,2,0
E1470,Ultrasound,4,11.7,2025-07-30 17:52:38.904066,2,0.08,36.17,2,0
E1471,Ultrasound,4,7.4,2024-10-03 17:52:38.904066,3,0.23,41.97,1,1
E1472,MRI,0,10.67,2025-03-26 17:52:38.904066,1,0.03,47.09,1,0
E1473,Ventilator,5,1.07,2025-05-21 17:52:38.904066,1,0.07,69.98,1,1
E1474,MRI,2,0.53,2025-02-06 17:52:38.904066,1,0.74,36.39,1,1
E1475,ECG,5,18.56,2025-03-25 17:52:38.904066,0,0.55,40.87,0,1
E1476,Ventilator,4,18.69,2025-04-13 17:52:38.904066,2,0.68,59.99,1,1
E1477,Ventilator,0,18.78,2025-07-14 17:52:38.904066,0,0.16,55.8,3,1
E1478,MRI,8,9.48,2024-12-15 17:52:38.904066,0,0.79,64.25,1,1
E1479,ECG,8,8.98,2025-03-12 17:52:38.904066,1,0.18,29.79,0,0
E1480,MRI,2,9.58,2025-01-17 17:52:38.904066,0,0.38,58.12,0,1
E1481,Ventilator,13,18.4,2025-04-19 17:52:38.904066,0,0.22,45.23,6,1
E1482,MRI,10,11.0,2025-04-08 17:52:38.904066,1,0.68,20.11,1,1
E1483,Ventilator,12,4.2,2025-04-05 17:52:38.904066,1,0.57,62.98,0,1
E1484,ECG,10,2.05,2025-05-31 17:52:38.904066,0,0.79,39.44,1,1
E1485,Ultrasound,6,17.69,2025-02-18 17:52:38.904066,1,0.09,26.53,2,1
E1486,MRI,0,15.64,2025-05-13 17:52:38.904066,0,0.31,21.3,1,0
E1487,Ultrasound,2,15.27,2025-06-27 17:52:38.904066,3,0.72,61.79,0,1
E1488,Ventilator,10,8.84,2025-01-26 17:52:38.904066,1,0.78,66.26,3,1
E1489,MRI,7,14.12,2025-04-23 17:52:38.904066,2,0.09,51.9,0,0
E1490,ECG,0,16.38,2025-01-03 17:52:38.904066,1,0.58,48.8,1,1
E1491,ECG,0,11.39,2025-07-07 17:52:38.904066,2,0.12,28.44,1,0
E1492,MRI,2,18.12,2025-03-18 17:52:38.904066,0,0.43,60.05,5,1
E1493,ECG,7,17.12,2024-11-05 17:52:38.904066,0,0.22,27.07,0,1
E1494,Ventilator,3,6.89,2025-05-06 17:52:38.904066,0,0.08,67.38,2,1
E1495,Ultrasound,6,4.48,2025-01-26 17:52:38.904066,2,0.5,55.19,0,1
E1496,Ultrasound,6,8.62,2025-02-22 17:52:38.904066,0,0.67,49.37,1,1
E1497,Ultrasound,2,7.87,2025-06-17 17:52:38.904066,0,0.75,41.89,2,1
E1498,Ventilator,7,4.61,2025-03-06 17:52:38.904066,0,0.16,46.68,1,0
E1499,Ultrasound,6,12.59,2025-07-21 17:52:38.904066,0,0.6,65.93,4,1
E1500,Ultrasound,5,2.47,2025-02-26 17:52:38.904066,3,0.15,67.01,1,1
E1501,Ultrasound,5,4.43,2025-07-16 17:52:38.904066,0,0.27,46.58,2,0
E1502,MRI,4,5.88,2024-12-04 17:52:38.904066,1,0.13,49.17,2,1
E1503,ECG,0,3.11,2024-12-29 17:52:38.904066,0,0.34,25.22,1,1
E1504,Ultrasound,6,15.55,2024-12-24 17:52:38.904066,2,0.55,35.58,1,1
E1505,Ventilator,9,17.2,2025-01-05 17:52:38.904066,2,0.06,53.94,3,1
E1506,ECG,9,3.57,2025-03-05 17:52:38.904066,0,0.17,26.6,2,1
E1507,ECG,8,18.45,2025-04-11 17:52:38.904066,0,0.26,29.34,0,1
E1508,MRI,5,11.17,2024-11-18 17:52:38.904066,0,0.38,20.1,0,1
E1509,Ventilator,10,8.47,2024-10-18 17:52:38.904066,0,0.51,45.59,1,1
E1510,Ultrasound,8,7.27,2025-01-06 17:52:38.904066,1,0.16,51.1,0,1
E1511,Ventilator,3,12.18,2024-11-29 17:52:38.904066,1,0.57,67.04,2,1
E1512,ECG,3,6.5,2025-03-31 17:52:38.904066,1,0.48,53.55,0,0
E1513,MRI,4,9.59,2024-12-14 17:52:38.904066,1,0.74,53.49,2,1
E1514,ECG,7,15.99,2025-05-23 17:52:38.904066,1,0.34,22.14,0,0
E1515,MRI,1,12.82,2024-09-28 17:52:38.904066,1,0.34,40.43,3,1
E1516,ECG,8,14.15,2025-05-17 17:52:38.904066,1,0.16,45.0,2,0
E1517,ECG,8,4.48,2025-04-05 17:52:38.904066,0,0.48,45.63,0,0
E1518,MRI,5,4.58,2025-01-26 17:52:38.904066,2,0.28,63.4,1,1
E1519,MRI,4,12.3,2025-05-26 17:52:38.904066,1,0.75,29.98,2,1
E1520,MRI,9,3.14,2024-11-27 17:52:38.904066,1,0.07,56.5,1,1
E1521,ECG,3,4.76,2024-12-19 17:52:38.904066,0,0.19,35.3,1,1
E1522,ECG,7,7.69,2024-08-21 17:52:38.904066,2,0.3,27.04,2,1
E1523,MRI,0,16.86,2024-08-16 17:52:38.904066,0,0.36,33.82,1,1
E1524,Ultrasound,2,10.37,2024-09-11 17:52:38.904066,0,0.25,66.32,3,1
E1525,ECG,9,15.67,2025-02-18 17:52:38.904066,1,0.44,36.74,1,1
E1526,ECG,0,8.04,2025-04-12 17:52:38.904066,1,0.55,62.29,1,1
E1527,Ultrasound,4,15.41,2025-03-15 17:52:38.904066,1,0.42,46.68,4,1
E1528,Ultrasound,10,7.92,2024-11-07 17:52:38.904066,0,0.34,52.8,0,1
E1529,ECG,7,19.79,2025-02-15 17:52:38.904066,0,0.8,54.04,4,1
E1530,Ultrasound,0,3.35,2025-06-16 17:52:38.904066,0,0.45,40.91,2,0
E1531,Ventilator,8,6.08,2024-10-14 17:52:38.904066,0,0.01,55.92,1,1
E1532,MRI,6,3.7,2025-03-24 17:52:38.904066,0,0.06,67.83,1,1
E1533,Ventilator,4,18.42,2024-10-16 17:52:38.904066,0,0.54,24.08,1,1
E1534,MRI,1,15.79,2025-07-03 17:52:38.904066,0,0.73,28.45,3,1
E1535,MRI,0,1.97,2024-08-18 17:52:38.904066,3,0.04,31.3,3,1
E1536,ECG,6,16.56,2024-11-26 17:52:38.904066,0,0.73,34.67,1,1
E1537,Ultrasound,9,5.78,2025-04-08 17:52:38.904066,0,0.79,29.98,1,1
E1538,ECG,7,7.27,2025-05-26 17:52:38.904066,1,0.71,65.84,1,1
E1539,MRI,2,19.74,2024-11-17 17:52:38.904066,0,0.05,63.51,2,1
E1540,ECG,6,16.42,2025-07-20 17:52:38.904066,0,0.79,35.39,3,1
E1541,ECG,6,18.09,2024-12-02 17:52:38.904066,0,0.51,33.62,3,1
E1542,ECG,10,15.06,2024-10-23 17:52:38.904066,0,0.67,68.42,0,1
E1543,Ventilator,4,18.97,2024-11-09 17:52:38.904066,1,0.41,23.29,4,1
E1544,Ventilator,2,4.9,2024-08-06 17:52:38.904066,0,0.26,28.36,0,1
E1545,MRI,9,11.6,2024-11-20 17:52:38.904066,2,0.73,27.04,4,1
E1546,Ventilator,12,3.78,2024-11-08 17:52:38.904066,2,0.04,54.2,1,1
E1547,ECG,9,3.9,2025-04-17 17:52:38.904066,2,0.27,33.29,1,1
E1548,MRI,5,10.69,2025-01-12 17:52:38.904066,2,0.72,69.86,1,1
E1549,Ventilator,6,12.12,2024-12-27 17:52:38.904066,1,0.75,56.65,2,1
E1550,ECG,5,7.94,2024-09-24 17:52:38.904066,0,0.61,68.32,1,1
E1551,Ultrasound,4,3.88,2025-04-11 17:52:38.904066,0,0.15,28.64,1,0
E1552,MRI,4,8.8,2024-11-21 17:52:38.904066,0,0.27,42.66,2,1
E1553,Ventilator,7,6.29,2025-02-08 17:52:38.904066,1,0.11,69.71,1,1
E1554,ECG,7,1.43,2025-05-28 17:52:38.904066,2,0.44,58.67,3,0
E1555,Ventilator,10,9.82,2025-06-27 17:52:38.904066,0,0.17,28.75,1,1
E1556,Ventilator,7,18.13,2025-03-27 17:52:38.904066,1,0.39,55.45,1,1
E1557,MRI,6,1.98,2025-01-25 17:52:38.904066,0,0.13,55.41,1,1
E1558,Ventilator,9,18.32,2025-01-13 17:52:38.904066,1,0.06,48.07,2,1
E1559,Ultrasound,6,1.26,2025-04-04 17:52:38.904066,1,0.55,69.47,2,1
E1560,Ultrasound,10,0.81,2024-10-24 17:52:38.904066,0,0.63,38.38,2,1
E1561,MRI,9,5.85,2025-04-29 17:52:38.904066,1,0.48,50.07,1,1
E1562,Ventilator,0,19.32,2025-04-25 17:52:38.904066,1,0.75,24.73,2,1
E1563,Ventilator,10,16.41,2025-07-03 17:52:38.904066,2,0.12,54.39,2,1
E1564,ECG,10,5.13,2025-02-02 17:52:38.904066,1,0.44,32.79,2,1
E1565,Ventilator,7,0.73,2024-12-11 17:52:38.904066,3,0.03,31.76,6,1
E1566,Ultrasound,3,7.07,2025-03-05 17:52:38.904066,0,0.74,32.2,0,1
E1567,Ventilator,6,3.09,2025-04-30 17:52:38.904066,2,0.66,33.7,1,1
E1568,Ventilator,0,19.14,2024-08-06 17:52:38.904066,0,0.56,57.24,1,1
E1569,ECG,3,15.59,2025-02-16 17:52:38.904066,0,0.11,60.59,2,1
E1570,MRI,8,5.29,2025-01-13 17:52:38.904066,2,0.07,51.45,1,1
E1571,ECG,4,1.23,2025-02-03 17:52:38.904066,0,0.1,40.26,2,1
E1572,Ventilator,5,7.36,2025-05-18 17:52:38.904066,2,0.44,47.9,2,0
E1573,Ultrasound,14,17.05,2024-09-17 17:52:38.904066,0,0.09,26.58,0,1
E1574,Ultrasound,2,7.85,2025-01-26 17:52:38.904066,1,0.68,49.53,1,1
E1575,ECG,0,9.87,2024-09-04 17:52:38.904066,2,0.71,52.34,2,1
E1576,Ventilator,6,6.53,2024-11-01 17:52:38.904066,1,0.03,35.96,2,1
E1577,ECG,10,9.07,2025-05-01 17:52:38.904066,0,0.4,31.04,1,1
E1578,Ventilator,10,3.11,2024-08-19 17:52:38.904066,1,0.13,29.29,1,1
E1579,ECG,5,15.59,2025-01-22 17:52:38.904066,0,0.79,49.52,1,1
E1580,Ultrasound,5,19.15,2025-02-09 17:52:38.904066,1,0.54,69.53,0,1
E1581,MRI,9,8.55,2025-05-06 17:52:38.904066,1,0.21,27.92,1,1
E1582,Ultrasound,5,10.08,2024-10-18 17:52:38.904066,0,0.5,31.78,4,1
E1583,Ventilator,0,13.1,2025-02-11 17:52:38.904066,0,0.06,27.0,1,0
E1584,ECG,3,12.06,2024-10-18 17:52:38.904066,0,0.52,39.55,0,1
E1585,ECG,5,1.32,2024-12-28 17:52:38.904066,0,0.21,32.7,4,1
E1586,Ultrasound,7,4.38,2025-03-31 17:52:38.904066,1,0.77,39.27,0,1
E1587,Ultrasound,3,0.27,2025-01-09 17:52:38.904066,2,0.6,54.52,0,1
E1588,MRI,3,19.84,2024-12-15 17:52:38.904066,1,0.3,33.11,0,1
E1589,Ultrasound,3,13.11,2024-09-01 17:52:38.904066,3,0.59,65.27,1,1
E1590,Ventilator,5,0.85,2025-06-24 17:52:38.904066,0,0.05,60.04,4,1
E1591,Ventilator,11,9.46,2024-09-06 17:52:38.904066,2,0.65,51.85,2,1
E1592,MRI,1,15.37,2025-01-18 17:52:38.904066,0,0.31,64.74,2,1
E1593,Ultrasound,8,2.27,2025-06-23 17:52:38.904066,1,0.66,36.26,0,1
E1594,Ventilator,8,16.7,2025-06-04 17:52:38.904066,1,0.13,61.8,0,1
E1595,Ultrasound,3,13.53,2025-06-02 17:52:38.904066,2,0.03,47.09,0,0
E1596,Ultrasound,6,10.27,2024-08-07 17:52:38.904066,0,0.67,44.85,2,1
E1597,ECG,5,19.93,2024-09-01 17:52:38.904066,0,0.49,44.77,0,1
E1598,ECG,5,5.18,2024-12-28 17:52:38.904066,0,0.8,51.37,1,1
E1599,Ventilator,9,5.82,2025-08-01 17:52:38.904066,0,0.4,47.72,0,1
E1600,Ventilator,7,4.76,2024-08-13 17:52:38.904066,0,0.46,20.62,0,1
E1601,Ventilator,11,18.69,2025-07-06 17:52:38.904066,1,0.65,22.47,2,1
E1602,ECG,9,14.04,2024-09-20 17:52:38.904066,0,0.57,20.43,2,1
E1603,ECG,2,8.04,2024-09-04 17:52:38.904066,0,0.55,51.9,2,1
E1604,Ultrasound,8,12.55,2024-12-06 17:52:38.904066,0,0.52,27.25,0,1
E1605,ECG,9,12.16,2024-09-16 17:52:38.904066,1,0.19,21.25,3,1
E1606,MRI,4,11.2,2024-08-07 17:52:38.904066,1,0.46,21.63,0,1
E1607,MRI,7,10.56,2024-10-19 17:52:38.904066,2,0.32,46.15,3,1
E1608,Ultrasound,7,7.15,2025-03-08 17:52:38.904066,1,0.55,52.89,1,0
E1609,Ultrasound,6,0.92,2025-01-01 17:52:38.904066,0,0.3,35.22,1,1
E1610,Ventilator,7,0.7,2025-03-08 17:52:38.904066,1,0.07,44.14,2,0
E1611,MRI,12,2.26,2025-01-28 17:52:38.904066,0,0.42,69.65,3,1
E1612,Ultrasound,5,4.24,2025-07-28 17:52:38.904066,0,0.42,67.11,1,1
E1613,Ventilator,5,5.02,2025-03-31 17:52:38.904066,1,0.59,44.34,1,0
E1614,Ultrasound,7,12.92,2025-03-25 17:52:38.904066,0,0.76,40.46,3,1
E1615,ECG,5,4.18,2024-11-10 17:52:38.904066,1,0.06,48.53,3,1
E1616,Ventilator,6,1.79,2025-03-06 17:52:38.904066,0,0.8,38.6,2,1
E1617,Ventilator,9,14.3,2025-03-07 17:52:38.904066,1,0.09,64.87,0,1
E1618,ECG,12,9.9,2024-12-19 17:52:38.904066,1,0.43,30.43,2,1
E1619,ECG,6,16.51,2025-02-05 17:52:38.904066,0,0.71,46.25,1,1
E1620,Ultrasound,15,18.15,2025-05-09 17:52:38.904066,0,0.39,25.0,1,1
E1621,ECG,10,2.83,2024-09-15 17:52:38.904066,3,0.62,42.41,0,1
E1622,ECG,5,2.75,2025-01-25 17:52:38.904066,0,0.49,48.17,2,1
E1623,Ventilator,0,8.19,2024-10-12 17:52:38.904066,4,0.18,20.99,3,1
E1624,MRI,10,0.69,2024-12-09 17:52:38.904066,1,0.1,42.58,1,1
E1625,Ventilator,6,3.65,2024-12-18 17:52:38.904066,1,0.35,46.39,4,1
E1626,Ultrasound,13,17.47,2025-03-17 17:52:38.904066,0,0.61,28.73,0,1
E1627,Ultrasound,7,10.18,2024-08-15 17:52:38.904066,1,0.09,25.66,1,1
E1628,Ventilator,6,7.96,2025-05-11 17:52:38.904066,1,0.8,54.6,1,1
E1629,ECG,0,19.38,2025-05-07 17:52:38.904066,0,0.7,31.02,1,1
E1630,ECG,6,18.51,2025-03-03 17:52:38.904066,1,0.53,20.78,1,1
E1631,MRI,0,11.12,2025-07-06 17:52:38.904066,1,0.79,44.88,2,1
E1632,MRI,4,2.15,2024-09-29 17:52:38.904066,3,0.06,62.0,2,1
E1633,Ultrasound,3,16.39,2025-02-04 17:52:38.904066,1,0.08,33.45,2,1
E1634,MRI,2,0.63,2025-06-13 17:52:38.904066,1,0.56,61.79,1,1
E1635,MRI,5,13.33,2024-08-18 17:52:38.904066,3,0.03,44.72,1,1
E1636,Ventilator,11,16.17,2025-05-02 17:52:38.904066,2,0.37,21.01,4,1
E1637,ECG,1,5.48,2025-03-10 17:52:38.904066,1,0.67,50.57,2,1
E1638,MRI,5,6.32,2025-07-11 17:52:38.904066,2,0.02,57.33,3,0
E1639,ECG,6,17.97,2024-11-23 17:52:38.904066,1,0.65,48.1,2,1
E1640,Ventilator,8,10.24,2024-12-28 17:52:38.904066,2,0.63,51.45,3,1
E1641,Ventilator,11,9.05,2024-08-14 17:52:38.904066,1,0.53,49.1,3,1
E1642,Ventilator,6,12.37,2025-05-04 17:52:38.904066,3,0.32,32.53,4,1
E1643,Ultrasound,2,17.16,2024-10-02 17:52:38.904066,1,0.75,42.22,0,1
E1644,MRI,2,16.51,2025-06-14 17:52:38.904066,0,0.46,53.28,3,1
E1645,MRI,3,4.67,2024-11-27 17:52:38.904066,2,0.55,33.96,4,1
E1646,Ultrasound,7,7.4,2024-12-30 17:52:38.904066,0,0.12,47.88,1,1
E1647,ECG,10,10.29,2024-09-25 17:52:38.904066,0,0.45,47.87,3,1
E1648,Ultrasound,6,1.25,2024-11-28 17:52:38.904066,0,0.58,25.49,2,1
E1649,MRI,3,0.16,2025-05-18 17:52:38.904066,0,0.58,66.38,1,1
E1650,Ultrasound,1,18.26,2025-05-11 17:52:38.904066,1,0.16,66.86,2,1
E1651,Ultrasound,4,17.9,2025-03-19 17:52:38.904066,1,0.15,60.29,2,1
E1652,ECG,0,8.38,2025-03-24 17:52:38.904066,2,0.26,28.39,0,0
E1653,Ventilator,6,18.6,2024-12-04 17:52:38.904066,0,0.68,68.31,1,1
E1654,Ultrasound,7,19.15,2024-11-25 17:52:38.904066,1,0.23,48.23,2,1
E1655,MRI,6,0.93,2025-03-10 17:52:38.904066,0,0.47,67.45,0,1
E1656,MRI,8,18.78,2025-05-17 17:52:38.904066,0,0.77,67.54,1,1
E1657,MRI,9,18.48,2025-04-13 17:52:38.904066,0,0.66,28.39,1,1
E1658,MRI,2,15.95,2025-06-14 17:52:38.904066,1,0.69,62.51,0,1
E1659,ECG,0,9.13,2024-10-22 17:52:38.904066,0,0.8,55.28,1,1
E1660,MRI,11,5.31,2025-04-28 17:52:38.904066,2,0.19,56.97,2,1
E1661,Ventilator,5,2.84,2025-06-18 17:52:38.904066,0,0.53,35.77,4,1
E1662,Ultrasound,10,7.92,2024-09-30 17:52:38.904066,0,0.42,41.08,3,1
E1663,ECG,6,18.42,2025-03-05 17:52:38.904066,0,0.39,35.25,2,1
E1664,Ventilator,15,1.99,2025-05-08 17:52:38.904066,0,0.62,25.98,0,1
E1665,Ventilator,3,1.25,2024-09-18 17:52:38.904066,1,0.75,26.18,3,1
E1666,Ultrasound,0,11.47,2024-10-15 17:52:38.904066,2,0.71,49.78,3,1
E1667,ECG,10,11.54,2025-05-08 17:52:38.904066,0,0.12,20.96,3,1
E1668,ECG,3,5.37,2025-06-19 17:52:38.904066,2,0.12,46.2,0,0
E1669,MRI,7,5.25,2025-03-06 17:52:38.904066,0,0.57,52.34,1,0
E1670,Ultrasound,10,19.55,2025-03-30 17:52:38.904066,0,0.26,50.56,2,1
E1671,ECG,7,2.98,2025-01-09 17:52:38.904066,0,0.07,22.3,2,1
E1672,MRI,0,5.55,2024-08-16 17:52:38.904066,1,0.39,36.81,3,1
E1673,MRI,3,3.33,2025-06-26 17:52:38.904066,0,0.28,62.8,6,1
E1674,Ultrasound,4,4.16,2024-09-01 17:52:38.904066,2,0.6,38.11,2,1
E1675,MRI,11,13.03,2025-05-04 17:52:38.904066,1,0.28,68.55,1,1
E1676,Ultrasound,6,5.04,2024-12-30 17:52:38.904066,1,0.18,44.18,3,1
E1677,MRI,1,8.03,2024-12-20 17:52:38.904066,0,0.7,25.24,2,1
E1678,MRI,2,17.79,2025-01-07 17:52:38.904066,2,0.1,27.7,3,1
E1679,MRI,9,15.98,2025-05-24 17:52:38.904066,0,0.52,57.85,3,1
E1680,MRI,7,4.65,2024-10-22 17:52:38.904066,0,0.71,26.1,3,1
E1681,ECG,10,5.38,2025-05-20 17:52:38.904066,1,0.33,32.49,1,1
E1682,MRI,1,8.88,2024-09-19 17:52:38.904066,0,0.48,40.36,1,1
E1683,ECG,7,12.77,2024-11-16 17:52:38.904066,0,0.41,46.32,2,1
E1684,MRI,0,9.26,2025-04-29 17:52:38.904066,1,0.08,63.91,0,1
E1685,MRI,3,19.78,2024-09-05 17:52:38.904066,0,0.73,60.44,3,1
E1686,Ultrasound,1,19.46,2025-07-31 17:52:38.904066,1,0.13,62.93,1,1
E1687,MRI,7,13.65,2024-08-07 17:52:38.904066,0,0.27,69.21,1,1
E1688,ECG,5,7.82,2025-01-01 17:52:38.904066,2,0.08,23.57,2,1
E1689,MRI,15,2.92,2024-08-22 17:52:38.904066,0,0.1,51.93,0,1
E1690,Ventilator,4,12.82,2024-10-22 17:52:38.904066,0,0.69,43.15,6,1
E1691,MRI,8,1.05,2024-10-04 17:52:38.904066,1,0.54,50.25,0,1
